setting,spatial_unit_id,department_id,predictor_week,target_week,outcome,full_raw,noclim_raw,full_recal,noclim_recal
Colombia,COL.1.5_2,1,2020-12-20,,0,0.3429931281362289,0.28015595020556094,0.5309804041198967,0.4669308703723488
Colombia,COL.1.5_2,1,2020-12-27,,0,0.2705734406567663,0.2137611956405413,0.43998268672224,0.38068061307026235
Colombia,COL.1.5_2,1,2021-01-03,,0,0.40070025738675186,0.3196842961153163,0.5959435164764187,0.5134015898547495
Colombia,COL.1.5_2,1,2021-01-10,,0,0.32743280652258633,0.26079465410514174,0.5123540762872566,0.4429034726119001
Colombia,COL.1.5_2,1,2021-01-17,,0,0.23829429850187045,0.178488717608946,0.3957212489592641,0.3300292535915134
Colombia,COL.1.5_2,1,2021-01-24,,0,0.23094750372944686,0.17635940892196517,0.3853113966748857,0.32685177245155267
Colombia,COL.1.5_2,1,2021-01-31,,1,0.32902852701673163,0.2517130622305883,0.5142868000856158,0.4313267310023962
Colombia,COL.1.5_2,1,2021-02-07,,0,0.32782855921579723,0.26920541882072063,0.5128338940911062,0.4534486131773592
Colombia,COL.1.5_2,1,2021-02-14,,0,0.33441349622502,0.28316403706524373,0.5207707540339015,0.4705865436499396
Colombia,COL.1.5_2,1,2021-02-21,,0,0.36763052933861373,0.3101022924143772,0.5594902715267214,0.502440257218479
Colombia,COL.1.5_2,1,2021-02-28,,1,0.4831833121812829,0.42725839424549045,0.6785208032539399,0.6247993684204912
Colombia,COL.1.5_2,1,2021-03-07,,0,0.5588577424794279,0.49335640604227937,0.7449329315623339,0.6841867736086915
Colombia,COL.1.5_2,1,2021-03-14,,0,0.4758155778231549,0.4259801376772054,0.6715985647180457,0.6235890280055834
Colombia,COL.1.5_2,1,2021-03-21,,0,0.46152604688097065,0.4173813911895403,0.6579285062091382,0.6153822038166628
Colombia,COL.1.5_2,1,2021-03-28,,1,0.4733348167907108,0.4287207086639941,0.6692486354885042,0.6261809520988741
Colombia,COL.1.5_2,1,2021-04-04,,1,0.43881710412077735,0.40428753117962024,0.6355220332099731,0.6026636477283028
Colombia,COL.1.5_2,1,2021-04-11,,0,0.3675062987590906,0.3474803738278983,0.559349465868652,0.5441676124379339
Colombia,COL.1.5_2,1,2021-04-18,,0,0.3446402948211049,0.3394180104456933,0.5329236548568717,0.5353974667550849
Colombia,COL.1.5_2,1,2021-04-25,,1,0.3810146951234174,0.37258507082053816,0.5744887886205592,0.5707099680533648
Colombia,COL.1.5_2,1,2021-05-02,,0,0.4505245390622318,0.45069903902797376,0.6471796805073954,0.6465637064732237
Colombia,COL.1.5_2,1,2021-05-09,,0,0.46831571049243403,0.4648895413051145,0.6644644292479954,0.6593549559041385
Colombia,COL.1.5_2,1,2021-05-16,,0,0.3240791245122711,0.323111157554526,0.5082751247868089,0.5172764880586275
Colombia,COL.1.5_2,1,2021-05-23,,0,0.32921321977497386,0.35547708117569776,0.5145101626633257,0.5527463312191723
Colombia,COL.1.5_2,1,2021-05-30,,0,0.29303564481977484,0.29975108546026735,0.46940292862510635,0.49038482287396695
Colombia,COL.1.5_2,1,2021-06-06,,0,0.17696126254014172,0.1846362942804018,0.3048679570765155,0.33912398896183643
Colombia,COL.1.5_2,1,2021-06-13,,0,0.30931079685326796,0.31112837977031427,0.4900359229903398,0.5036230640852815
Colombia,COL.1.5_2,1,2021-06-20,,0,0.26137111925152123,0.2755370290981878,0.42760622943440896,0.46127766545125864
Colombia,COL.1.5_2,1,2021-06-27,,0,0.281889209961439,0.26516636798470894,0.4549423736351189,0.4484054771909292
Colombia,COL.1.5_2,1,2021-07-04,,0,0.3867041030959539,0.3744660397065459,0.5807627126161377,0.5726533977074384
Colombia,COL.1.5_2,1,2021-07-11,,1,0.33182184592748293,0.3114841204875492,0.517657543563546,0.5040326302173899
Colombia,COL.1.5_2,1,2021-07-18,,0,0.27284033397634067,0.2522776703545406,0.44300234382650683,0.4320523311908962
Colombia,COL.1.5_2,1,2021-07-25,,0,0.2123868980863289,0.20590289792305427,0.35844500354300957,0.3697096169589935
Colombia,COL.1.5_2,1,2021-08-01,,0,0.18896025770305203,0.19838019916219088,0.32335624659154594,0.3590424426267375
Colombia,COL.1.5_2,1,2021-08-08,,0,0.26354534328824714,0.2937095477291025,0.4305476105320087,0.4832432257281867
Colombia,COL.1.5_2,1,2021-08-15,,0,0.24574187631456776,0.2684605993473598,0.4061454799283873,0.45252151680783037
Colombia,COL.1.5_2,1,2021-08-22,,0,0.23845366835865042,0.2782977257182438,0.3959456657095766,0.4646623863993955
Colombia,COL.1.5_2,1,2021-08-29,,0,0.24825161088973016,0.26645816971958663,0.4096293800018848,0.4500225889508152
Colombia,COL.1.5_2,1,2021-09-05,,0,0.19077048571405952,0.20264660730076228,0.326115015833593,0.36511221889358075
Colombia,COL.1.5_2,1,2021-09-12,,0,0.22703579882557165,0.2342912018346781,0.3797171077688957,0.40854436299264224
Colombia,COL.1.5_2,1,2021-09-19,,0,0.23373835994400943,0.24305655442154275,0.3892807177854258,0.42010274391771846
Colombia,COL.1.5_2,1,2021-09-26,,0,0.24371978657006602,0.24790610064974183,0.40332792252256233,0.4264136815418949
Colombia,COL.1.5_2,1,2021-10-03,,0,0.2962676702923066,0.30080508755118607,0.4735454777615099,0.49162271198059604
Colombia,COL.1.5_2,1,2021-10-10,,1,0.2506402846038512,0.2643396934031579,0.41293175388936293,0.44736855344979903
Colombia,COL.1.5_2,1,2021-10-17,,0,0.29605269036242327,0.28635731499794936,0.4732706327791523,0.4744450770275252
Colombia,COL.1.5_2,1,2021-10-24,,1,0.3032604608188009,0.30292974716521803,0.4824315111559164,0.4941108654037891
Colombia,COL.1.5_2,1,2021-10-31,,1,0.2933813714211952,0.28058243823231355,0.469847129815114,0.4674504147907148
Colombia,COL.1.5_2,1,2021-11-07,,1,0.390221655439782,0.37539828286161414,0.5846116936095227,0.5736143172517221
Colombia,COL.1.5_2,1,2021-11-14,,1,0.3735867321531188,0.3472983034094611,0.5662066817929063,0.5439709091216969
Colombia,COL.1.5_2,1,2021-11-21,,1,0.4107815896991416,0.3827390659340625,0.6066589075849774,0.581128574983637
Colombia,COL.1.5_2,1,2021-11-28,,0,0.5143649611241723,0.4719774210250142,0.7068968052876409,0.665639302754686
Colombia,COL.1.5_2,1,2021-12-05,,0,0.5329692589966857,0.4676460815629889,0.7231419038267185,0.6618071637887415
Colombia,COL.1.5_2,1,2021-12-12,,1,0.517555439640396,0.46169162819719145,0.7097183376882669,0.6564969665179828
Colombia,COL.1.5_2,1,2021-12-19,,1,0.4749493922476535,0.41604390141096903,0.6707791632779856,0.6140954158563012
Colombia,COL.1.5_2,1,2021-12-26,,1,0.3713821821807168,0.3068965844605645,0.563728615205101,0.49873082636432176
Colombia,COL.1.5_2,1,2022-01-02,,1,0.3853085593084124,0.3155928330267017,0.5792293528061477,0.5087441297613915
Colombia,COL.1.5_2,1,2022-01-09,,1,0.43584576101012035,0.3704168683571906,0.6325268207609875,0.5684620992318301
Colombia,COL.1.5_2,1,2022-01-16,,0,0.476349481454106,0.3866819273629148,0.6721030429709757,0.5851266859177501
Colombia,COL.1.5_2,1,2022-01-23,,1,0.5488872941749219,0.46818465278488625,0.736650494919648,0.6622850567917811
Colombia,COL.1.5_2,1,2022-01-30,,1,0.5640124593752295,0.4820181209790123,0.7491619102975733,0.6744254122122283
Colombia,COL.1.5_2,1,2022-02-06,,1,0.5457531242083691,0.44559467905591926,0.7340187039364463,0.6418928363473743
Colombia,COL.1.5_2,1,2022-02-13,,1,0.5177675086509238,0.4110828102497158,0.7099053554555826,0.609297959425175
Colombia,COL.1.5_2,1,2022-02-20,,0,0.5004641643740002,0.39431668809463644,0.694427955201967,0.5927943181447327
Colombia,COL.1.5_2,1,2022-02-27,,1,0.5467499016527946,0.43937259517314364,0.7348571823727963,0.6361481368881071
Colombia,COL.1.5_2,1,2022-03-06,,0,0.5374461559588336,0.44217915914799955,0.7269770888241861,0.6387463596534039
Colombia,COL.1.5_2,1,2022-03-13,,0,0.5576073916138983,0.4815681650154178,0.7439017117632891,0.6740345575647924
Colombia,COL.1.5_2,1,2022-03-20,,1,0.4669016150438086,0.3930035771972862,0.6631092743892282,0.5914824511982585
Colombia,COL.1.5_2,1,2022-03-27,,0,0.4684974371732194,0.401664041134991,0.6646383499233808,0.6000825227994309
Colombia,COL.1.5_2,1,2022-04-03,,0,0.4032170398385677,0.37450014759925887,0.598635617024947,0.5726885813708434
Colombia,COL.1.5_2,1,2022-04-10,,1,0.3382011397477642,0.32151235739265976,0.525296228505363,0.5154715921484846
Colombia,COL.1.5_2,1,2022-04-17,,0,0.43043289213586267,0.4213133090630247,0.6270320230199642,0.6191490113708806
Colombia,COL.1.5_2,1,2022-04-24,,1,0.37900808801643004,0.3865116608738451,0.5722616485786663,0.584954575811835
Colombia,COL.1.5_2,1,2022-05-01,,0,0.39078861525274916,0.40732101055279984,0.5852299434868643,0.6056343600405961
Colombia,COL.1.5_2,1,2022-05-08,,1,0.41425287502953784,0.44406924373685813,0.6103067189799114,0.6404896550406015
Colombia,COL.1.5_2,1,2022-05-15,,0,0.323036047882277,0.3288843534909125,0.5070017594548832,0.5237515058045582
Colombia,COL.1.5_2,1,2022-05-22,,0,0.4254962496131696,0.4427795681103672,0.6219770284864414,0.639300702961737
Colombia,COL.1.5_2,1,2022-05-29,,0,0.24062615277263655,0.2291892354729641,0.39899895155209064,0.40172503067302134
Colombia,COL.1.5_2,1,2022-06-05,,0,0.35280825244814096,0.33416389488562204,0.5424804421005862,0.529615430657196
Colombia,COL.1.5_2,1,2022-06-12,,0,0.36077398474883626,0.35857060900800086,0.5516746371890198,0.5560335040123939
Colombia,COL.1.5_2,1,2022-06-19,,0,0.2894751728821135,0.282910810561851,0.4648132545434348,0.4702795867547283
Colombia,COL.1.5_2,1,2022-06-26,,0,0.26023310619227547,0.27906645546922026,0.42606241314489757,0.4656017867445709
Colombia,COL.1.5_2,1,2022-07-03,,0,0.20645962708422932,0.20502510094673757,0.3496922058615142,0.3684732845199463
Colombia,COL.1.5_2,1,2022-07-10,,0,0.2204670212429006,0.2324094367848842,0.3702414926080615,0.40603711701391776
Colombia,COL.1.5_2,1,2022-07-17,,0,0.26858805968378185,0.2662832224298578,0.4373285897127018,0.4498038158393309
Colombia,COL.1.5_2,1,2022-07-24,,0,0.32579780999156954,0.33274057958586045,0.510368377248307,0.5280399242946294
Colombia,COL.1.5_2,1,2022-07-31,,0,0.24735768571427594,0.2436176954072147,0.40839013922016204,0.4208360104983487
Colombia,COL.1.5_2,1,2022-08-21,,0,0.20455235283188528,0.18759249167913097,0.34685777436368065,0.3434561139228091
Colombia,COL.1.5_2,1,2022-08-28,,0,0.20956367809098694,0.21599146244695122,0.3542864752222828,0.38376287387659563
Colombia,COL.1.5_2,1,2022-10-16,,1,0.3089260638802473,0.33724873848781056,0.4895546732418301,0.5330166684238512
Colombia,COL.1.5_2,1,2022-10-23,,1,0.47896865280546497,0.4755239684470184,0.6745713779452936,0.6687581485583888
Colombia,COL.1.5_2,1,2022-10-30,,1,0.5333926530110145,0.5041319611181383,0.7235058243355363,0.693310196463942
Colombia,COL.1.5_2,1,2022-11-06,,1,0.5423198448781772,0.528048436076936,0.7311200929208557,0.7130444719511315
Colombia,COL.1.5_2,1,2022-11-13,,1,0.4727251862183243,0.4227920304238762,0.6686696684286554,0.6205594721452247
Colombia,COL.1.5_2,1,2022-11-20,,1,0.4164871605817285,0.33912844858241104,0.6126434055389651,0.5350801907728886
Colombia,COL.1.5_2,1,2022-11-27,,1,0.44980819706657094,0.39147920818489834,0.6464729194741339,0.5899559472492022
Colombia,COL.1.9_2,1,2022-05-08,,1,0.2165519692384325,0.2316990510812949,0.36454520652161704,0.40508820010299884
Colombia,COL.1.9_2,1,2022-06-12,,1,0.29942672914952423,0.2957164554888831,0.47757278585389684,0.4856242917266833
Colombia,COL.1.9_2,1,2022-06-26,,1,0.15302129607039325,0.16313156860575873,0.26692934205988644,0.30678893289948844
Colombia,COL.1.9_2,1,2022-07-03,,1,0.21407487692510901,0.21576182079168796,0.3609222311717936,0.3834461406167334
Colombia,COL.1.9_2,1,2022-07-10,,0,0.18105876505479077,0.18977654581587555,0.3112209784631841,0.3466397091836818
Colombia,COL.1.9_2,1,2022-07-17,,0,0.2767111423823214,0.27896066295238625,0.44813208067897675,0.4654725862154509
Colombia,COL.1.9_2,1,2022-07-24,,1,0.3097069676773573,0.3152020450064591,0.4905311539568337,0.5082974993273256
Colombia,COL.1.9_2,1,2022-07-31,,1,0.262985796468272,0.25783579745261037,0.4297916531536707,0.4391536548611195
Colombia,COL.1.9_2,1,2022-08-21,,1,0.1740459753663073,0.16337956167817072,0.3003229311221393,0.3071702832660267
Colombia,COL.1.9_2,1,2022-08-28,,0,0.2517719301474505,0.25927360442627856,0.4144916930762663,0.4409784491860644
Colombia,COL.10.10_2,10,2021-05-16,,0,0.15877642118030058,0.14523026081227297,0.27617761548291636,0.27871510630256996
Colombia,COL.10.10_2,10,2021-05-23,,0,0.14001169031801824,0.13114553351171798,0.24572652484956262,0.25583915534306
Colombia,COL.10.10_2,10,2021-06-20,,0,0.15752819276513846,0.15733126119849217,0.2741786228757975,0.2978114077434414
Colombia,COL.10.10_2,10,2022-08-28,,0,0.14784415234063614,0.14411138783472274,0.258540914888334,0.2769238176360756
Colombia,COL.10.10_2,10,2022-09-04,,0,0.14293883715074918,0.1348921464527981,0.250532883661994,0.2619943560563655
Colombia,COL.10.11_2,10,2022-03-20,,0,0.14364260328515197,0.21025962300536383,0.25168537737165164,0.3758134922971196
Colombia,COL.10.12_2,10,2022-05-08,,0,0.27765209730664864,0.23570652466374287,0.44937404591302427,0.4104240548227371
Colombia,COL.10.12_2,10,2022-05-15,,0,0.3788304234001967,0.32073115802096647,0.5720640950089765,0.5145878255095364
Colombia,COL.10.12_2,10,2022-06-12,,0,0.12877238748051303,0.12287907220408396,0.2270805139360095,0.24207364875664586
Colombia,COL.10.12_2,10,2022-07-24,,0,0.1970231027309312,0.18895299849976296,0.3355826939021247,0.3454409507110832
Colombia,COL.10.14_2,10,2022-01-02,,0,0.22469639041231426,0.2513305265926888,0.3763541718138158,0.43083467303324197
Colombia,COL.10.14_2,10,2022-01-09,,0,0.2031072056898701,0.21567685713242726,0.34470427992163216,0.3833289176290077
Colombia,COL.10.14_2,10,2022-01-16,,0,0.15092241994719405,0.1598000576645657,0.2635364322128079,0.30164621464978686
Colombia,COL.10.14_2,10,2022-01-23,,0,0.1457162713316965,0.14176436858663932,0.25507426497068875,0.2731519372042107
Colombia,COL.10.14_2,10,2022-01-30,,1,0.16899224606421184,0.16253112201426306,0.29239475476679017,0.30586475962768844
Colombia,COL.10.14_2,10,2022-02-06,,0,0.16788959903798675,0.15264644227233579,0.29065664340066155,0.2904779706109876
Colombia,COL.10.14_2,10,2022-02-13,,0,0.1735444205352796,0.14757513252613147,0.29953889573847337,0.2824549537408406
Colombia,COL.10.14_2,10,2022-02-20,,1,0.21164613079723227,0.19637253280091313,0.35735572187999975,0.3561678161617519
Colombia,COL.10.14_2,10,2022-02-27,,1,0.3250357071542504,0.29384322355845705,0.5094409321052407,0.48340209511509213
Colombia,COL.10.14_2,10,2022-03-06,,1,0.2991160888220847,0.27159869132400083,0.47717771664346714,0.45641882023270075
Colombia,COL.10.14_2,10,2022-03-13,,1,0.2792844810216652,0.24914459564670358,0.4515239817519446,0.42801595809095666
Colombia,COL.10.14_2,10,2022-03-20,,1,0.2902293716088489,0.27315169538439826,0.46578775997450417,0.45833908263134027
Colombia,COL.10.14_2,10,2022-03-27,,0,0.3047171765648885,0.2767877672218502,0.4842694871968725,0.4628132759785135
Colombia,COL.10.14_2,10,2022-04-03,,1,0.3704983356803183,0.3261419847579982,0.5627325220077093,0.520684000360498
Colombia,COL.10.14_2,10,2022-04-10,,0,0.33729562738014157,0.2907792512722566,0.5242169521911847,0.4797508756935583
Colombia,COL.10.14_2,10,2022-04-17,,1,0.33289871614925737,0.27167372843832666,0.5189527833857626,0.4565117307830474
Colombia,COL.10.14_2,10,2022-04-24,,1,0.2541395113247501,0.2098164534081385,0.41774583945880595,0.37519504868066417
Colombia,COL.10.14_2,10,2022-05-01,,0,0.2987487158645607,0.22550191506780187,0.4767102286953908,0.39675376503432364
Colombia,COL.10.14_2,10,2022-05-08,,0,0.22646054354652095,0.16863647139496768,0.37889136851566924,0.3152067611268949
Colombia,COL.10.14_2,10,2022-05-15,,0,0.29185691117958174,0.21595183709419014,0.4678865085282656,0.38370823098697315
Colombia,COL.10.14_2,10,2022-05-22,,0,0.3552811808643652,0.2889111083736459,0.5453479759120978,0.4775145893291083
Colombia,COL.10.14_2,10,2022-05-29,,0,0.2023562530482279,0.17570898202757984,0.34358325426230524,0.32587832936440636
Colombia,COL.10.14_2,10,2022-06-05,,0,0.18843400590306136,0.15914553416667082,0.3225527480766284,0.3006315216980764
Colombia,COL.10.14_2,10,2022-06-19,,1,0.12710046961407043,0.10231970073210717,0.22428108956406992,0.20668715710506624
Colombia,COL.10.15_2,10,2020-01-05,,1,0.11048310731658707,0.14801644657549468,0.1961026037770875,0.2831566628078158
Colombia,COL.10.16_2,10,2020-01-05,,0,0.2283872702457987,0.2437482568138401,0.38165397888102964,0.4210065064677588
Colombia,COL.10.16_2,10,2020-01-12,,1,0.21416401198517396,0.21633864948435322,0.36105285367076323,0.3842414556543598
Colombia,COL.10.16_2,10,2020-01-19,,1,0.30411814394157444,0.2796042566853112,0.4835142181813326,0.4662581910589654
Colombia,COL.10.16_2,10,2020-01-26,,1,0.23302081509326747,0.22518941569903406,0.3882619285080351,0.3963307865994044
Colombia,COL.10.16_2,10,2020-02-02,,1,0.2181930278754895,0.22300899778456507,0.3669373423570235,0.39337222912278663
Colombia,COL.10.16_2,10,2020-02-09,,1,0.2598411594168264,0.28399269755875034,0.4255300227599118,0.4715900272980367
Colombia,COL.10.16_2,10,2020-02-16,,1,0.33842050659190204,0.35768485208619893,0.5255574428542212,0.5550940808466456
Colombia,COL.10.16_2,10,2020-02-23,,0,0.4082358916399421,0.42714830557609884,0.6039702047239527,0.6246952264969329
Colombia,COL.10.16_2,10,2020-03-01,,0,0.45052531966946535,0.5031714552684939,0.6471804502127969,0.6925029275966338
Colombia,COL.10.16_2,10,2020-03-08,,1,0.3640195198020715,0.382377883326189,0.55538542007184,0.5807610142143461
Colombia,COL.10.16_2,10,2020-03-15,,0,0.36384011250288195,0.3446089696752261,0.5551808245826042,0.5410581995314077
Colombia,COL.10.16_2,10,2020-03-22,,1,0.297103147291671,0.27692612345659373,0.4746126647135286,0.46298292488264575
Colombia,COL.10.16_2,10,2020-03-29,,0,0.17454357967680104,0.14992582065991872,0.30110018303301983,0.28618486802153154
Colombia,COL.10.16_2,10,2020-04-05,,1,0.3685564298434476,0.28898714956112226,0.5605387789993562,0.4776057654442179
Colombia,COL.10.16_2,10,2020-04-12,,0,0.23902121826579156,0.1745044904691598,0.39674438068544393,0.32407213872896323
Colombia,COL.10.16_2,10,2020-04-19,,0,0.3703698456812276,0.284977951233675,0.5625875904558855,0.4727811420955247
Colombia,COL.10.16_2,10,2020-04-26,,0,0.42294956301848735,0.32957738396830466,0.6193528857008868,0.5245243559731865
Colombia,COL.10.16_2,10,2020-05-03,,0,0.4154098460994212,0.31748092632956076,0.6115178099102865,0.5108976385449899
Colombia,COL.10.16_2,10,2020-05-10,,0,0.3580102106254081,0.2850990982231189,0.5484986237248776,0.47292745219747906
Colombia,COL.10.16_2,10,2020-05-17,,1,0.2650209608545667,0.20329112288265133,0.4325378073990726,0.3660245913589656
Colombia,COL.10.16_2,10,2020-05-24,,0,0.18740934771418913,0.14570289368994155,0.32098633169627444,0.2794704587436062
Colombia,COL.10.16_2,10,2020-05-31,,0,0.20775074595374782,0.17152088224093853,0.3516059889472661,0.3195782712527928
Colombia,COL.10.16_2,10,2020-06-07,,0,0.26407024666403184,0.21898722353116737,0.43125612158708004,0.38788150085028705
Colombia,COL.10.16_2,10,2020-06-14,,0,0.29238471429694113,0.24731801084558316,0.4685658897096282,0.42565151472500373
Colombia,COL.10.16_2,10,2020-06-21,,0,0.32116672001117136,0.27234408399096677,0.5047141113017523,0.4573411821239504
Colombia,COL.10.16_2,10,2020-06-28,,0,0.23831402040172875,0.1948832428932982,0.3957490235733477,0.3540277662137133
Colombia,COL.10.16_2,10,2020-07-05,,0,0.20531765480177525,0.1626039463155861,0.3479961546159564,0.3059769099839602
Colombia,COL.10.16_2,10,2020-07-12,,0,0.18942902688010857,0.1539960354567987,0.32407141109532633,0.29259820812697745
Colombia,COL.10.16_2,10,2020-07-19,,0,0.16698986290460785,0.14189613042679294,0.2892361782540817,0.27336420821440877
Colombia,COL.10.16_2,10,2020-07-26,,0,0.19533295209086837,0.1649188936929576,0.33303283422868757,0.30953286711684147
Colombia,COL.10.16_2,10,2020-08-09,,0,0.11170010466614119,0.11399210981011922,0.19818784230428657,0.2269834894859815
Colombia,COL.10.16_2,10,2020-08-23,,0,0.12661190582895923,0.1223766736854406,0.22346180113346187,0.24122871371169735
Colombia,COL.10.16_2,10,2020-10-04,,0,0.13320743664014736,0.14035990792941205,0.23447432715948424,0.2708854805939673
Colombia,COL.10.16_2,10,2020-10-18,,0,0.12539805849076224,0.13129581379455665,0.22142382460391571,0.2560870413370245
Colombia,COL.10.16_2,10,2021-05-16,,0,0.20941980419742312,0.2020389150579881,0.35407404080169064,0.3642508782162044
Colombia,COL.10.16_2,10,2022-01-09,,1,0.17197045060185634,0.17564573934024894,0.2970744554129958,0.3257836079167241
Colombia,COL.10.16_2,10,2022-01-23,,1,0.2914317011876463,0.2783106827045569,0.4673387450186604,0.46467823117850243
Colombia,COL.10.16_2,10,2022-01-30,,1,0.2575856892862419,0.23977488114528128,0.42245958675906586,0.415798441201244
Colombia,COL.10.16_2,10,2022-02-06,,0,0.3281264071206196,0.28525098250076275,0.5131947991034902,0.47311083771538537
Colombia,COL.10.16_2,10,2022-02-13,,0,0.23930978327017402,0.20614379570707653,0.397150191477805,0.37004852524843096
Colombia,COL.10.16_2,10,2022-02-20,,1,0.2721846420055167,0.24317923058793833,0.44213009571230116,0.4202631180490451
Colombia,COL.10.16_2,10,2022-02-27,,0,0.3590198996629481,0.321736886416858,0.5496606327750851,0.5157253737476833
Colombia,COL.10.16_2,10,2022-03-06,,0,0.3083900119561428,0.28088668500803904,0.4888836231206157,0.46782079465689064
Colombia,COL.10.16_2,10,2022-03-13,,0,0.30512191114642656,0.2721515700398104,0.48477935112524134,0.45710308533835986
Colombia,COL.10.16_2,10,2022-03-20,,1,0.26275606102082116,0.25837558123960397,0.42948107184502987,0.43983930708546204
Colombia,COL.10.16_2,10,2022-03-27,,1,0.2586385275158707,0.24701790298771523,0.42389428398752305,0.42526224092364934
Colombia,COL.10.16_2,10,2022-04-03,,0,0.3040616653417523,0.2772011456213141,0.4834429698176764,0.46332002026252594
Colombia,COL.10.16_2,10,2022-04-10,,1,0.2867233563962152,0.24826742643734817,0.4612471160510836,0.42688153353021424
Colombia,COL.10.16_2,10,2022-04-17,,1,0.3773340072557771,0.3192323296968361,0.5703978117064146,0.5128887676029267
Colombia,COL.10.16_2,10,2022-04-24,,1,0.49774948177957595,0.451084259878724,0.6919591930326533,0.646914695913428
Colombia,COL.10.16_2,10,2022-05-01,,1,0.39129793983358213,0.3132841688109072,0.585784841395305,0.5061010318327214
Colombia,COL.10.16_2,10,2022-05-08,,1,0.46078275049392986,0.3891639645375482,0.6572084829333069,0.587630072148208
Colombia,COL.10.16_2,10,2022-05-15,,0,0.378034452935481,0.2988786730810304,0.5711782921292744,0.4893584094130124
Colombia,COL.10.16_2,10,2022-05-22,,0,0.3990801620949845,0.3430638732785021,0.5942045300840031,0.5393786123811761
Colombia,COL.10.16_2,10,2022-05-29,,1,0.41682311807307904,0.3976736321419425,0.6129940032888362,0.5961351797885817
Colombia,COL.10.16_2,10,2022-06-05,,0,0.42754452592409364,0.3920498765898054,0.6240794880945872,0.5905278661236482
Colombia,COL.10.16_2,10,2022-06-12,,0,0.3086239182982654,0.2794105005704829,0.4891765105021645,0.4660217808445573
Colombia,COL.10.16_2,10,2022-06-26,,0,0.22807490661522484,0.20087811998063435,0.3812066954802508,0.36260260954549206
Colombia,COL.10.16_2,10,2022-07-03,,0,0.18136027252951584,0.15414263824641225,0.3116868344178464,0.29282815048668914
Colombia,COL.10.16_2,10,2022-07-10,,0,0.21672974720431604,0.2020852884046691,0.3648046597593896,0.36431664513201467
Colombia,COL.10.16_2,10,2022-08-07,,0,0.12468085623318906,0.11451688563271402,0.220218054955534,0.22788313561869236
